Date (MM/DD/YYYY),Year,Month,Day,Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,Pressure psi a,Sal psu,SpCond µS/cm,TAL PE RFU,TDS mg/L,pH,pH mV,Temp C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
1/14/2020,2020,1,14,10:15:35,0,BLOSdock1,0.17,30215.4,1.907,49574.1,3.509,31.24,48857.2,0.2,31757,18.05,-608.5,5.023,2.806,43.86049,-69.57818,3.6,2.47,12,771.4
1/14/2020,2020,1,14,10:15:36,0,BLOSdock1,0.18,30215.3,1.994,49574.3,3.636,31.24,48857.5,0.19,31757,18.05,-608.5,5.023,2.917,43.86049,-69.57818,3.6,2.47,12,771.3
1/14/2020,2020,1,14,10:15:37,0,BLOSdock1,0.18,30214.8,2.102,49573.7,3.794,31.24,48856.9,0.17,31757,18.05,-608.5,5.023,3.035,43.86048,-69.57818,3.5,2.47,12,771.4
1/14/2020,2020,1,14,10:15:38,0,BLOSdock1,0.19,30215,2.193,49574.1,3.926,31.24,48857.3,0.18,31757,18.05,-608.5,5.023,3.116,43.86048,-69.57818,3.6,2.47,12,771.3
1/14/2020,2020,1,14,10:15:39,0,BLOSdock1,0.19,30214.6,2.287,49573.2,4.064,31.24,48856.4,0.22,31757,18.05,-608.5,5.023,3.216,43.86048,-69.57818,3.7,2.47,12,771.3
1/14/2020,2020,1,14,10:15:40,0,BLOSdock1,0.19,30214.6,2.376,49572.6,4.193,31.24,48855.7,0.21,31756,18.05,-608.5,5.023,3.303,43.86049,-69.57818,3.7,2.47,12,771.4
1/14/2020,2020,1,14,10:15:41,0,BLOSdock1,0.19,30215.2,2.49,49572.8,4.36,31.24,48855.9,0.22,31756,18.05,-608.5,5.024,3.411,43.86049,-69.57818,3.6,2.47,12,771.3
1/14/2020,2020,1,14,10:15:42,0,BLOSdock1,0.19,30215.9,2.582,49573,4.493,31.24,48856.1,0.25,31756,18.05,-608.5,5.025,3.53,43.86049,-69.57818,3.5,2.47,12,771.3
1/14/2020,2020,1,14,10:15:43,0,BLOSdock1,0.2,30217.2,2.678,49574,4.633,31.24,48857,0.26,31757,18.05,-608.5,5.025,3.608,43.86049,-69.57818,3.6,2.47,12,771.3
1/14/2020,2020,1,14,10:15:44,0,BLOSdock1,0.19,30218.1,2.773,49574.3,4.772,31.24,48857.2,0.29,31757,18.05,-608.5,5.026,3.733,43.86049,-69.57818,3.6,2.47,12,771.2
1/14/2020,2020,1,14,10:15:45,0,BLOSdock1,0.2,30218.5,2.869,49574,4.911,31.24,48856.9,0.29,31757,18.05,-608.5,5.027,3.806,43.86049,-69.57817,3.5,2.47,12,771.2
1/14/2020,2020,1,14,10:15:46,0,BLOSdock1,0.2,30219.5,2.989,49574.6,5.086,31.24,48857.5,0.29,31757,18.05,-608.5,5.028,3.941,43.86049,-69.57818,3.4,2.47,12,771.3
1/14/2020,2020,1,14,10:15:47,0,BLOSdock1,0.21,30221.5,3.087,49576.1,5.229,31.25,48858.8,0.3,31758,18.05,-608.5,5.029,4.089,43.86049,-69.57818,3.4,2.47,12,771.3
1/14/2020,2020,1,14,10:15:48,0,BLOSdock1,0.2,30223.7,3.189,49577.2,5.377,31.25,48859.9,0.3,31759,18.05,-608.5,5.031,4.199,43.86049,-69.57818,3.3,2.47,12,771.4
1/14/2020,2020,1,14,10:15:49,0,BLOSdock1,0.19,30226.8,3.297,49579.2,5.535,31.25,48861.7,0.31,31760,18.05,-608.5,5.032,4.293,43.86048,-69.57818,3,2.47,12,771.4
1/14/2020,2020,1,14,10:15:50,0,BLOSdock1,0.19,30229.6,3.426,49581.7,5.723,31.25,48864.1,0.27,31762,18.05,-608.5,5.034,4.439,43.86048,-69.57818,2.8,2.47,12,771.4
1/14/2020,2020,1,14,10:15:51,0,BLOSdock1,0.2,30231.6,3.535,49583.1,5.882,31.25,48865.3,0.29,31762,18.05,-608.5,5.035,4.533,43.86048,-69.57817,2.5,2.47,12,771.3
1/14/2020,2020,1,14,10:15:52,0,BLOSdock1,0.19,30233.3,3.644,49584.5,6.04,31.25,48866.7,0.31,31763,18.05,-608.5,5.036,4.661,43.86048,-69.57817,2.5,2.47,12,771.4
1/14/2020,2020,1,14,10:15:53,0,BLOSdock1,0.18,30234.9,3.753,49585.6,6.2,31.25,48867.7,0.3,31764,18.05,-608.5,5.037,4.751,43.86048,-69.57817,2.3,2.47,12,771.3
1/14/2020,2020,1,14,10:15:54,0,BLOSdock1,0.19,30237.1,3.866,49587.4,6.364,31.25,48869.4,0.3,31765,18.05,-608.5,5.039,4.878,43.86048,-69.57817,2.1,2.47,12,771.3
1/14/2020,2020,1,14,10:15:55,0,BLOSdock1,0.18,30239.7,3.997,49589.4,6.556,31.26,48871.3,0.3,31766,18.05,-608.5,5.04,4.986,43.86048,-69.57818,1.9,2.47,12,771.3
1/14/2020,2020,1,14,10:15:56,0,BLOSdock1,0.18,30241.7,4.109,49591.2,6.718,31.26,48873,0.32,31767,18.05,-608.5,5.041,5.074,43.86048,-69.57817,2.2,2.47,12,771.3
1/14/2020,2020,1,14,10:15:57,0,BLOSdock1,0.17,30243.5,4.213,49592.9,6.87,31.26,48874.6,0.34,31768,18.05,-608.5,5.042,5.204,43.86048,-69.57817,2.4,2.47,12,771.3
1/14/2020,2020,1,14,10:15:58,0,BLOSdock1,0.17,30244,4.318,49593.5,7.023,31.26,48875.2,0.32,31769,18.05,-608.5,5.042,5.274,43.86047,-69.57817,2.5,2.47,12,771.3
1/14/2020,2020,1,14,10:15:59,0,BLOSdock1,0.17,30244.5,4.444,49594.3,7.208,31.26,48876,0.34,31769,18.05,-608.5,5.042,5.439,43.86047,-69.57817,2.6,2.47,12,771.3
1/14/2020,2020,1,14,10:16:00,0,BLOSdock1,0.16,30244.5,4.552,49594,7.364,31.26,48875.6,0.33,31769,18.05,-608.5,5.042,5.557,43.86047,-69.57817,2.8,2.47,12,771.2
1/14/2020,2020,1,14,10:16:01,0,BLOSdock1,0.13,30245.5,4.66,49594.8,7.522,31.26,48876.4,0.31,31770,18.05,-608.5,5.043,5.639,43.86047,-69.57817,2.9,2.47,12,771.3
1/14/2020,2020,1,14,10:16:02,0,BLOSdock1,0.14,30246.4,4.764,49595.7,7.673,31.26,48877.3,0.29,31770,18.05,-608.5,5.043,5.764,43.86047,-69.57817,2.9,2.47,12,771.4
1/14/2020,2020,1,14,10:16:03,0,BLOSdock1,0.14,30246.8,4.868,49595.8,7.824,31.26,48877.4,0.26,31770,18.05,-608.5,5.043,5.819,43.86047,-69.57817,2.9,2.47,12,771.2
1/14/2020,2020,1,14,10:16:04,0,BLOSdock1,0.15,30246.8,4.988,49595.9,7.999,31.26,48877.5,0.24,31770,18.05,-608.5,5.043,5.923,43.86047,-69.57817,3.1,2.47,12,771.3
1/14/2020,2020,1,14,10:16:05,0,BLOSdock1,0.14,30247.2,5.082,49596.6,8.137,31.26,48878.1,0.24,31771,18.05,-608.5,5.043,5.957,43.86047,-69.57817,3.1,2.47,12,771.3
1/14/2020,2020,1,14,10:16:06,0,BLOSdock1,0.13,30246.9,5.17,49596.3,8.265,31.26,48877.8,0.24,31771,18.05,-608.5,5.043,5.949,43.86048,-69.57817,3.2,2.47,12,771.3
1/14/2020,2020,1,14,10:16:07,0,BLOSdock1,0.14,30246.7,5.241,49596,8.369,31.26,48877.5,0.22,31770,18.05,-608.5,5.043,5.97,43.86048,-69.57817,3.1,2.47,12,771.3
1/14/2020,2020,1,14,10:16:08,0,BLOSdock1,0.15,30247,5.327,49596.2,8.494,31.26,48877.8,0.23,31771,18.05,-608.5,5.043,6.077,43.86048,-69.57817,3.1,2.47,12,771.3
1/14/2020,2020,1,14,10:16:09,0,BLOSdock1,0.16,30247.4,5.398,49596.5,8.598,31.26,48878,0.2,31771,18.05,-608.5,5.044,6.196,43.86048,-69.57817,3.1,2.47,12,771.3
1/14/2020,2020,1,14,10:16:10,0,BLOSdock1,0.18,30247.9,5.465,49596.9,8.696,31.26,48878.4,0.23,31771,18.05,-608.5,5.044,6.32,43.86048,-69.57817,3.1,2.47,12,771.4
1/14/2020,2020,1,14,10:16:11,0,BLOSdock1,0.19,30248.3,5.54,49596.9,8.804,31.26,48878.3,0.25,31771,18.05,-608.5,5.044,6.418,43.86048,-69.57817,3,2.47,12,771.3
1/14/2020,2020,1,14,10:16:12,0,BLOSdock1,0.2,30248.9,5.627,49597.1,8.931,31.26,48878.6,0.24,31771,18.05,-608.5,5.045,6.541,43.86048,-69.57817,2.9,2.47,12,771.2
1/14/2020,2020,1,14,10:16:13,0,BLOSdock1,0.19,30250,5.708,49598.1,9.049,31.26,48879.5,0.28,31772,18.05,-608.5,5.046,6.7,43.86048,-69.57817,3,2.47,12,771.4
1/14/2020,2020,1,14,10:16:14,0,BLOSdock1,0.19,30250.8,5.794,49598.3,9.174,31.26,48879.6,0.29,31772,18.05,-608.5,5.046,6.829,43.86048,-69.57817,2.8,2.47,12,771.3
1/14/2020,2020,1,14,10:16:15,0,BLOSdock1,0.19,30251.5,5.896,49598.1,9.323,31.26,48879.4,0.27,31772,18.05,-608.5,5.047,6.94,43.86047,-69.57817,2.6,2.47,12,771.4
1/14/2020,2020,1,14,10:16:16,0,BLOSdock1,0.2,30252.4,6.007,49598.8,9.486,31.26,48880,0.24,31772,18.05,-608.5,5.048,7.058,43.86047,-69.57817,2.5,2.47,12,771.4
1/14/2020,2020,1,14,10:16:17,0,BLOSdock1,0.18,30253.2,6.146,49599.2,9.688,31.26,48880.4,0.23,31772,18.05,-608.5,5.048,7.175,43.86047,-69.57817,2.4,2.47,12,771.3
1/14/2020,2020,1,14,10:16:18,0,BLOSdock1,0.18,30253.7,6.26,49599.7,9.853,31.26,48880.8,0.22,31773,18.05,-608.5,5.049,7.279,43.86047,-69.57817,2.4,2.47,12,771.4
1/14/2020,2020,1,14,10:16:19,0,BLOSdock1,0.17,30254.1,6.378,49600,10.026,31.26,48881.1,0.22,31773,18.05,-608.5,5.049,7.401,43.86047,-69.57817,2.4,2.47,12,771.4
1/14/2020,2020,1,14,10:16:20,0,BLOSdock1,0.17,30254.3,6.538,49599.9,10.259,31.26,48881,0.2,31773,18.05,-608.5,5.049,7.504,43.86047,-69.57817,2.4,2.47,12,771.4
1/14/2020,2020,1,14,10:16:21,0,BLOSdock1,0.17,30254.1,6.623,49599.6,10.382,31.26,48880.7,0.17,31772,18.05,-608.5,5.049,7.577,43.86047,-69.57817,2.3,2.47,12,771.2
1/14/2020,2020,1,14,10:16:22,0,BLOSdock1,0.17,30254.4,6.729,49600.2,10.538,31.26,48881.3,0.17,31773,18.05,-608.5,5.049,7.633,43.86047,-69.57817,2.2,2.47,12,771.3
1/14/2020,2020,1,14,10:16:23,0,BLOSdock1,0.16,30254,6.844,49599.6,10.706,31.26,48880.8,0.17,31773,18.05,-608.5,5.049,7.715,43.86047,-69.57817,2.1,2.47,12,771.3
1/14/2020,2020,1,14,10:16:24,0,BLOSdock1,0.16,30254.3,6.912,49600.1,10.804,31.26,48881.2,0.16,31773,18.05,-608.5,5.049,7.749,43.86047,-69.57817,1.8,2.47,12,771.4
1/14/2020,2020,1,14,10:16:25,0,BLOSdock1,0.17,30254.6,7.02,49600.5,10.962,31.26,48881.6,0.19,31773,18.05,-608.5,5.049,7.768,43.86047,-69.57817,1.6,2.47,12,771.3
1/14/2020,2020,1,14,10:16:26,0,BLOSdock1,0.17,30254.9,7.086,49600.9,11.058,31.26,48882,0.22,31773,18.05,-608.5,5.049,7.771,43.86047,-69.57817,1.6,2.47,12,771.3
1/14/2020,2020,1,14,10:16:27,0,BLOSdock1,0.19,30255.5,7.142,49601.7,11.139,31.26,48882.8,0.24,31774,18.05,-608.5,5.049,7.769,43.86047,-69.57817,1.9,2.47,12,771.4
1/14/2020,2020,1,14,10:16:28,0,BLOSdock1,0.19,30255.8,7.175,49601.8,11.187,31.26,48882.9,0.26,31774,18.05,-608.5,5.049,7.77,43.86047,-69.57817,1.9,2.47,12,771.3
1/14/2020,2020,1,14,10:16:29,0,BLOSdock1,0.19,30256,7.208,49602,11.235,31.26,48883,0.27,31774,18.05,-608.5,5.05,7.778,43.86047,-69.57817,1.7,2.47,12,771.3
